source_index,tweet_id,topic,original_text,cleaned_text
1463,2080580925818277978,4,"CJP PROTEST

NO ONE TALKING ABOUT POLICE
#DELHI POLICE",CJP PROTEST NO ONE TALKING ABOUT POLICE DELHI POLICE
1464,2080580590428975513,7,"#BreakingNews | First visuals of meeting between Union Ministers JP Nadda and Dr Jitendra Singh and Cockroach Janta Party (CJP) representatives, including Chief Spokesperson Saurav Das and National Spokesperson Ashutosh Ranka

@SimranBabbar_05   @Arunima24  with @poonam_burde  | https://t.co/ZPS1XHwTpY","BreakingNews | First visuals of meeting between Union Ministers JP Nadda and Dr Jitendra Singh and Cockroach Janta Party (CJP) representatives, including Chief Spokesperson Saurav Das and National Spokesperson Ashutosh Ranka with |"
1465,2080580370060505516,2,"CJP Protest LIVE Updates: हाथ लगा बड़ा सबूत..! CJP पर तगड़ा Action शुरू! | Delhi Police Action | FIR
https://t.co/NfuNzSGa4k

By Republic Bharat Video via Dailyhunt",CJP Protest LIVE Updates: हाथ लगा बड़ा सबूत..! CJP पर तगड़ा Action शुरू! | Delhi Police Action | FIR By Republic Bharat Video via Dailyhunt
1466,2080580142837977223,-1,"Amid the ongoing Cockroach Janta Party (CJP) protest at Delhi's Jantar Mantar, a viral social media post claimed that Delhi Police had decided to cancel the passports of people allegedly involved in violence during the demonstrations. However, the Delhi Police has dismissed the https://t.co/q9pBOuAnNO","Amid the ongoing Cockroach Janta Party (CJP) protest at Delhi's Jantar Mantar, a viral social media post claimed that Delhi Police had decided to cancel the passports of people allegedly involved in violence during the demonstrations. However, the Delhi Police has dismissed the"
1467,2080579767926185989,4,"Be like Aarush bhola :
- Bro promoted hindutva in his vlog from the very beginning 
- Never said anything againt his country like other influencers 
- He spoke in the support of genuine students 
- But refuse to support CJP who using the protest to cover their hate against https://t.co/rjZWUkChC1",Be like Aarush bhola : - Bro promoted hindutva in his vlog from the very beginning - Never said anything againt his country like other influencers - He spoke in the support of genuine students - But refuse to support CJP who using the protest to cover their hate against
1468,2080579721033875604,-1,"Tamilnadu #NEET protest at Balan house is a utter flop..
All credits go to kothadimais and their paod influencers.....
I hope genuine protest by CJP at delhi will be successful protest unlike Tamilnadu...
#BanNeet
#TVKVijay‌ 
#CJP",Tamilnadu NEET protest at Balan house is a utter flop.. All credits go to kothadimais and their paod influencers..... I hope genuine protest by CJP at delhi will be successful protest unlike Tamilnadu... BanNeet TVKVijay‌ CJP
1469,2080579698715951126,0,"Ministers meet CJP leaders in fresh round of talks

LIVE updates: https://t.co/dJVoYVNsDo https://t.co/Sw4NscEdK3",Ministers meet CJP leaders in fresh round of talks LIVE updates:
1470,2080579645171253587,7,"Dr @Swamy39
Talks between CJP representatives and Union Ministers are underway at the Constitution Club amid the ongoing Delhi protest over the NEET paper leak issue and demands for examination reforms🔴🔴
@jagdishshetty

https://t.co/ixsfoDAgxw",Dr Talks between CJP representatives and Union Ministers are underway at the Constitution Club amid the ongoing Delhi protest over the NEET paper leak issue and demands for examination reforms🔴🔴
1471,2080579111488209120,2,"CJP Organisers elaborate on demands, causes and the Protest of 20th July at the Parliament in New Delhi 

Reported by Shoaib Tadvi and Piryanshu Banerjee

#CJP #StudentProtest #ParliamentProtest #DelhiProtest #JantarMantar #Education #NEET #PuneNews #PunekarNews https://t.co/GkiZVgljdV","CJP Organisers elaborate on demands, causes and the Protest of 20th July at the Parliament in New Delhi Reported by Shoaib Tadvi and Piryanshu Banerjee CJP StudentProtest ParliamentProtest DelhiProtest JantarMantar Education NEET PuneNews PunekarNews"
1472,2080578636940546504,1,@loveena_joshi06 ...  Delhi se ghar aaya tha mai v exam dene.. but ab wapas kese loutuuu wha railway station pe id card check kr rhe h police wale ki kahi CJP protest me to nhi Aaa rha 😭,... Delhi se ghar aaya tha mai v exam dene.. but ab wapas kese loutuuu wha railway station pe id card check kr rhe h police wale ki kahi CJP protest me to nhi Aaa rha 😭
1473,2080578621232890140,5,"STORY | 18 metro stations closed in Delhi

Eighteen metro stations were closed in Delhi on Friday, amid the ongoing Cockroach Janta Party (CJP) protest near Jantar Mantar here, the DMRC said.

READ: https://t.co/P2YPFwpc5F https://t.co/NvXXIcNFTI","STORY | 18 metro stations closed in Delhi Eighteen metro stations were closed in Delhi on Friday, amid the ongoing Cockroach Janta Party (CJP) protest near Jantar Mantar here, the DMRC said. READ:"
1474,2080578050392236250,1,"@Joydas CJP as an organization may not be strong &amp; it's leaders look immature, yet they have become really popular

Miles away from Delhi, I see curiosity and enthusiasm for Delhi protest. Everone knows CJP

Media used to paint any protest as anti national, urban naxal etc. Not pssbl now","CJP as an organization may not be strong & it's leaders look immature, yet they have become really popular Miles away from Delhi, I see curiosity and enthusiasm for Delhi protest. Everone knows CJP Media used to paint any protest as anti national, urban naxal etc. Not pssbl now"
1475,2080577762494964168,-1,"#BreakingNews | Abhijeet Dipke slams government amid centre-CJP talks, says government is rewarding corruption

@SimranBabbar_05   with @poonam_burde  | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP 

Watch: https://t.co/aNIieODGVs https://t.co/63mCH9Crjx","BreakingNews | Abhijeet Dipke slams government amid centre-CJP talks, says government is rewarding corruption with | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:"
1476,2080577124469993821,-1,"CJP Protest Continues Amid Ongoing Government Negotiations

@SimranBabbar_05   with @poonam_burde  | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP 

Watch: https://t.co/aNIieODGVs https://t.co/yYIS76ZedS",CJP Protest Continues Amid Ongoing Government Negotiations with | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:
1477,2080577012209684763,9,"Ground Report
Who is sending food, medicines, sanitary pads to Jantar Mantar?

#bhaskaroriginals #cjp #JantarMantar #protest #delhi #neetexam #pmmodi #AmitShah #fooddeliveryservice #SwiggyZomato #GroundReport https://t.co/nB2wJDj8cK","Ground Report Who is sending food, medicines, sanitary pads to Jantar Mantar? bhaskaroriginals cjp JantarMantar protest delhi neetexam pmmodi AmitShah fooddeliveryservice SwiggyZomato GroundReport"
1478,2080576813634650216,0,"@abhijeet_dipke 🚨 BREAKING: Govt decides to set up fast track courts to try paper leak cases.

》PM Narendra Modi (@narendramodi) announces via tweet. Says those who try to harm future of youth won’t be spared.

》Action Begins: Delhi Police Commissioner, can order Preventive Detention under https://t.co/IyDGLJi2T7","🚨 BREAKING: Govt decides to set up fast track courts to try paper leak cases. 》PM Narendra Modi () announces via tweet. Says those who try to harm future of youth won’t be spared. 》Action Begins: Delhi Police Commissioner, can order Preventive Detention under"
1479,2080576565075697863,-1,"#BreakingNews | Vande Mataram bill tabled in Rajya Sabha, amid opposition's sloganeering Rajya Sabha adjourned

@payalmehta100 with @poonam_burde  | #SonamWangchuk #PMModi #Hungerstrike #Protest #Delhi #AbhijeetDipke #CJP 

Watch: https://t.co/aNIieODGVs https://t.co/opkLGNWDwa","BreakingNews | Vande Mataram bill tabled in Rajya Sabha, amid opposition's sloganeering Rajya Sabha adjourned with | SonamWangchuk PMModi Hungerstrike Protest Delhi AbhijeetDipke CJP Watch:"
1480,2080576283080061356,-1,"Telugu State vallu CJP ki support cheyatledhu ani gudha chimpukuntunnaru. We clearly know This  protest is not  for students  andhuke involve ithalem..
Mem Protest  chesthe 2 States a form inay.
Telangana ollali galli nunchi Delhi dhaka ucha ela poinchalo. thelusu Time vasthe 👍 https://t.co/cAU2wWtxZH",Telugu State vallu CJP ki support cheyatledhu ani gudha chimpukuntunnaru. We clearly know This protest is not for students andhuke involve ithalem.. Mem Protest chesthe 2 States a form inay. Telangana ollali galli nunchi Delhi dhaka ucha ela poinchalo. thelusu Time vasthe 👍
1481,2080576137550582099,5,"Delhi Metro Update 🚨

New Delhi Metro Station has been closed until further notice amid the ongoing CJP protest near Jantar Mantar.

❌ No entry or exit
❌ No interchange facility at New Delhi Metro Station

#DelhiMetro #Delhi #JantarMantar #CJPProtest #DMRC https://t.co/Oq4xIgyXvh",Delhi Metro Update 🚨 New Delhi Metro Station has been closed until further notice amid the ongoing CJP protest near Jantar Mantar. ❌ No entry or exit ❌ No interchange facility at New Delhi Metro Station DelhiMetro Delhi JantarMantar CJPProtest DMRC
1482,2080575532702548370,2,"🚨 FROM PROTESTS TO CAMPUS SHOWDOWN: THE MOVEMENT ENTERS A NEW PHASE | 🚨 प्रदर्शन से कैंपस तक: आंदोलन नए दौर में 🇮🇳

📍 Jantar Mantar, New Delhi
📅 24 July 2026
⏰ As of 2:00 PM IST

The movement has entered a decisive new phase.

🤝 After days of nationwide protests, the Centre https://t.co/UzWPGYKw1J","🚨 FROM PROTESTS TO CAMPUS SHOWDOWN: THE MOVEMENT ENTERS A NEW PHASE | 🚨 प्रदर्शन से कैंपस तक: आंदोलन नए दौर में 🇮🇳 📍 Jantar Mantar, New Delhi 📅 24 July 2026 ⏰ As of 2:00 PM IST The movement has entered a decisive new phase. 🤝 After days of nationwide protests, the Centre"
1483,2080561653276369087,1,"Delhi Police

Here are the faces who Abused PM Modi 
Protest is fine but such abuses and Anti India stand is not acceptable 

Arrest Them! @DelhiPolice https://t.co/kSIfZbgByC",Delhi Police Here are the faces who Abused PM Modi Protest is fine but such abuses and Anti India stand is not acceptable Arrest Them!
1484,2080561464163938760,26,"I have a question: if teachers face disciplinary action for hitting students in school, why is no action taken against the police officers in Delhi who beat students, or against those who issued such orders?

During the ongoing student protests in Delhi, the police have been https://t.co/tpStkZg6Qd","I have a question: if teachers face disciplinary action for hitting students in school, why is no action taken against the police officers in Delhi who beat students, or against those who issued such orders? During the ongoing student protests in Delhi, the police have been"
1485,2080553773228007668,27,"This girl traveled a very long distance to attend the CJP protest in Delhi against her parents' wishes.

After reaching there, she has been partying, eating all day, and telling everyone what she has eaten - pizza, burgers, Chaayos tea, cold drinks, snacks, and biscuits.

She is https://t.co/TinkFHgri0","This girl traveled a very long distance to attend the CJP protest in Delhi against her parents' wishes. After reaching there, she has been partying, eating all day, and telling everyone what she has eaten - pizza, burgers, Chaayos tea, cold drinks, snacks, and biscuits. She is"
